262.194,-1
262.194,-1
262.194,10763.6
262.194,-1
262.194,52749.6
262.194,52749.6
262.194,52749.3
262.194,52750.4
262.194,52749.8
262.194,52750.7
262.194,52750.1
262.194,52750.5
262.194,52751.2
262.194,52750.1
262.194,52750.6
262.194,52751.4
262.194,52750.1
262.193,52750.9
262.193,52750.4
262.193,52750
262.193,52750.8
262.193,52750.7
262.192,52750.5
262.175,52747.7
262.173,52751.5
262.153,52734.3
262.124,52756.2
262.091,52763.6
262.068,52773.7
262.053,52793.7
262.051,52791
262.05,52797.7
262.048,52842.8
262.029,52952.5
262.001,52793.5
261.962,52776.5
261.921,52820.8
261.872,52821.1
261.822,52816.9
261.784,52844.6
261.73,52857
261.695,52830.5
261.662,52833.9
261.658,52861.8
261.623,52867.6
261.604,52865.3
261.584,52835.5
261.563,52855
261.525,52832.4
261.483,52920.8
261.445,52837.5
261.397,52791.3
261.351,52785.1
261.306,52790.6
261.254,52793.2
261.202,52780
261.15,52789.9
261.099,52774.1
261.048,52782.7
260.997,52787
260.948,52822.3
260.902,52868.7
260.847,52880.1
260.81,52868.3
260.772,52902.5
260.711,52927.2
260.671,52950.1
260.62,52975.7
260.572,53026.7
260.523,53085.3
260.469,53169.6
260.438,53366.9
260.404,53193.4
260.37,53215.7
260.34,53271.3
260.297,53340.6
260.258,53366.5
260.195,53437
260.155,53492.9
260.102,53543.3
260.049,53623.2
260.002,53687
259.954,53711.2
259.904,53739.9
259.851,53851.3
259.808,53814.9
259.766,53809.7
259.719,53812.5
259.669,53790.1
259.623,53772.7
259.586,53766.6
259.547,53737.2
259.497,53706.3
259.458,53669.7
259.428,53654.5
259.394,53652.6
259.352,53615.3
259.314,53568.2
259.275,53542.6
259.245,53536.4
259.223,53711.9
259.186,53521.1
259.153,53484.1
259.106,53460.9
259.061,53455.9
259.011,53431.3
258.961,53392
258.908,53390.3
258.857,53414.2
258.802,53386.8
258.756,53407.3
258.713,53409.8
258.681,53393.1
258.656,53421.4
258.627,53413.4
258.594,53419.1
258.55,53431.5
258.502,53420.8
258.45,53398.7
258.404,53408.7
258.357,53406.6
258.312,53373
258.261,53371.8
258.212,53366.4
258.164,53315.5
258.127,53310.2
258.096,53302.6
258.075,53317.6
258.058,53303.8
258.044,53307.4
258.016,53304.8
257.983,53252.9
257.938,53255.1
257.894,53218.6
257.847,53229.2
257.797,53191.3
257.752,53185.4
257.707,53175.6
257.668,53160.5
257.636,53133.9
257.616,53135.7
257.589,53131.4
257.557,53125.3
257.509,53097.7
257.459,53093.5
257.41,53096.5
257.363,53051.2
257.317,53056.9
257.265,53046.8
257.216,53032.3
257.167,53010.3
257.117,53002.5
257.069,52979
257.02,52968.5
256.984,52982.9
256.955,52964
256.928,52974.8
256.891,52959.6
256.847,52955.1
256.797,52970
256.747,52971
256.701,52989.1
256.649,53005.7
256.595,53031.4
256.545,53003.8
256.494,52984.2
256.443,53008.6
256.402,53005
256.358,52997.2
256.315,53004.7
256.273,52956.7
256.227,52948.3
256.192,52911.8
256.154,52898.8
256.126,52912.1
256.108,52901.4
256.082,52888.8
256.065,52896.1
256.038,52877.9
256.011,52863.3
255.985,52849.9
255.95,52856.1
255.907,52813
255.868,52799.3
255.829,52784.9
255.792,52779.1
255.755,52764.9
255.712,52755.2
255.667,52737
255.621,52671.3
255.573,52672.4
255.525,52653
255.483,52627.1
255.442,52605.2
255.399,52573.6
255.353,52560.2
255.308,52538.9
255.258,52505.7
255.203,52478.5
255.149,52463.1
255.1,52435.6
255.048,52390.7
255.01,52355.7
254.973,52317.6
254.934,52297.6
254.892,52227.3
254.848,52217.6
254.798,52150.8
254.752,52082.1
254.713,52031.4
254.684,52002.5
254.651,51950.1
254.609,51887.7
254.556,51841.3
254.507,51776.6
254.456,51714.7
254.406,51661.1
254.357,51614.2
254.308,51587.5
254.253,51614.6
254.201,51603.9
254.151,51608.6
254.099,51612.1
254.052,51651.8
254.019,51667.3
253.995,51677.1
253.974,51700.6
253.953,51699.1
253.922,51731.3
253.878,51740.6
253.831,51755.5
253.79,51772.5
253.745,51799.7
253.703,51806.8
253.659,51823
253.617,51834.2
253.589,51858.8
253.564,51873.5
253.534,51892.1
253.495,51910.1
253.449,51948
253.404,51960.8
253.354,51983.8
253.305,52039.4
