262.194,14894.8
262.194,-1
262.194,-1
262.194,-637.656
262.194,52673.3
262.194,52672.9
262.194,52672.6
262.194,52672.2
262.194,52673.9
262.194,52672.8
262.194,52674.5
262.194,52672.6
262.194,52674
262.194,52674.9
262.194,52673.2
262.194,52672.6
262.194,52672
262.194,52672
262.193,52672.3
262.193,52673
262.193,52673.8
262.193,52673
262.192,52673
262.176,52666.2
262.173,52675.4
262.155,52653.2
262.126,52679.8
262.092,52695.7
262.069,52703.5
262.054,52728.5
262.051,52729.7
262.05,52740.6
262.048,52804.6
262.032,52991.2
262.004,52737.8
261.965,52697.1
261.923,52740.2
261.877,52751.8
261.825,52766.8
261.787,52826
261.733,52863.3
261.7,52813.5
261.662,52822.4
261.658,52853.8
261.623,52859
261.605,52859.2
261.585,52831.3
261.564,52852.3
261.527,52840.2
261.484,52904.1
261.447,52841.8
261.401,52782.3
261.353,52770.1
261.308,52789.4
261.257,52798.2
261.204,52785.1
261.153,52771.7
261.102,52743.8
261.051,52747.8
260.998,52749.3
260.951,52804.5
260.905,52866.3
260.849,52905.6
260.811,52886.6
260.774,52935.6
260.712,52962.5
260.673,53030.9
260.623,53038.8
260.573,53122.3
260.527,53187.6
260.469,53298.2
260.45,53917.5
260.406,53292.7
260.371,53321
260.341,53372.4
260.3,53402.1
260.262,53452.9
260.197,53479.9
260.157,53531.2
260.105,53533.4
260.052,53600.3
260.006,53640.1
259.956,53641.1
259.908,53663.7
259.856,53644.4
259.811,53703.7
259.769,53676
259.722,53664.6
259.672,53635.4
259.626,53613.3
259.588,53621.2
259.55,53587.1
259.501,53574.3
259.46,53558
259.431,53554.1
259.396,53550.6
259.355,53526.9
259.315,53503.9
259.277,53473.7
259.248,53493.3
259.224,53774.6
259.187,53495.2
259.155,53453.5
259.11,53433.9
259.062,53432
259.014,53404.4
258.964,53382.3
258.912,53342.7
258.86,53380.5
258.807,53368.7
258.758,53361.9
258.716,53381.4
258.684,53382.7
258.657,53384.5
258.629,53353.3
258.596,53379.1
258.553,53404.7
258.504,53388.3
258.453,53348.1
258.407,53369
258.359,53367.6
258.315,53296.3
258.263,53318.3
258.215,53322.9
258.165,53228.9
258.129,53254.3
258.096,53244.1
258.075,53255.9
258.058,53245.3
258.045,53233.6
258.018,53249.7
257.985,53177.5
257.941,53182
257.898,53154.6
257.849,53167.1
257.802,53119.8
257.753,53121.6
257.71,53124
257.67,53114.5
257.636,53102.2
257.617,53105.7
257.59,53103.1
257.559,53110.3
257.512,53108
257.462,53073.4
257.413,53096.4
257.367,53046.8
257.319,53065.5
257.269,53040.7
257.22,52970.6
257.171,53026.2
257.119,52987.4
257.071,52926.6
257.023,52930.7
256.985,52966.6
256.956,52925.8
256.93,52931.7
256.894,52930.8
256.849,52883.5
256.8,52942.1
256.75,52919.2
256.704,52958.4
256.652,52960.8
256.599,52991
256.548,52992.3
256.497,52990
256.445,53014.9
256.403,52988.2
256.36,53018.7
256.316,52991.5
256.276,52940.6
256.229,52929.5
256.195,52923.1
256.156,52859.1
256.128,52876.5
256.109,52878.2
256.083,52855
256.065,52869.9
256.039,52852.9
256.012,52840.1
255.987,52806
255.951,52796.9
255.91,52775.1
255.871,52734.5
255.832,52733
255.794,52725
255.757,52709
255.715,52692.5
255.67,52665.6
255.624,52621.5
255.576,52597.9
255.528,52593.9
255.485,52574.7
255.445,52529.3
255.401,52448.4
255.356,52459.9
255.311,52433.7
255.261,52391.7
255.206,52339.7
255.152,52335.9
255.105,52289.8
255.05,52231.2
255.012,52188.2
254.975,52143.3
254.936,52129.3
254.895,52028.7
254.85,51992.5
254.799,51970.2
254.754,51868.3
254.715,51828.8
254.685,51783.3
254.654,51732.7
254.61,51699.1
254.56,51657.3
254.51,51662.5
254.459,51635.7
254.409,51633.1
254.36,51667.3
254.309,51656.2
254.258,51782
254.204,51802.8
254.154,51826
254.103,51887
254.055,51900.7
254.02,51904.7
253.996,51904
253.975,51915
253.955,51903.5
253.924,51935
253.88,51900.5
253.834,51880.8
253.794,51868.3
253.746,51874.3
253.705,51844.8
253.661,51823.5
253.62,51832
253.589,51832.3
253.566,51835.4
253.535,51829.5
253.498,51833.8
253.452,51848.1
253.407,51820.5
253.355,51863.7
253.307,51897.1
253.263,51889.1
253.225,51918.3
253.192,51936.6
253.158,51955
253.116,51952.2
253.073,51995.7
253.034,52019.1
252.997,52044.9
252.964,52041.3
252.934,52065.2
252.891,52073.7
252.85,52081.5
252.811,52106.3
252.78,52135.6
252.76,52130.3
252.742,52138.8
252.712,52161.2
252.669,52165.3
252.62,52227.2
252.574,52239.5
252.526,52262.2
252.473,52295.9
252.426,52309.5
252.373,52345.2
252.325,52340.3
252.27,52383.2
252.216,52414.7
252.17,52440.5
252.116,52459
252.067,52484.1
252.015,52476.6
251.967,52537.9
251.918,52539.4
251.869,52579.6
251.83,52609
251.792,52587.3
251.759,52584.2
251.723,52587.5
251.676,52563
251.635,52658.1
251.589,52632.2
251.538,52591
251.498,52608.1
251.461,52615.6
251.422,52610.8
251.371,52654.8
251.326,52648.3
251.276,52656.8
251.233,52666.8
251.179,52687.1
251.128,52714.1
251.075,52693.8
251.028,52700.4
250.986,52688.2
250.961,52683
250.931,52677.2
250.897,52687
250.854,52676.8
250.807,52695.4
250.762,52682.3
250.712,52673.2
250.661,52701.3
250.614,52702.9
250.561,52733.6
250.514,52701.1
250.472,52700.6
250.442,52675.5
250.422,52689.5
250.4,52680.6
250.378,52682
250.335,52650.9
250.298,52683.6
250.247,52696.8
250.196,52609.5
250.149,52592.2
250.101,52611.2
250.055,52552.9
250.006,52580.2
249.959,52582.8
249.906,52539.7
249.861,52608
249.818,52630.5
249.766,52614.4
249.721,52619.7
249.685,52647.6
249.653,52645.9
249.622,52655.6
249.58,52666.1
249.536,52668
249.497,52663.5
249.458,52626.6
249.424,52620.8
249.38,52612.8
249.335,52617.1
